Old,New,productname,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g,nutrition-score-fr_100g,new_scores,new_nutri_grades,utility_1,utility_2,utility_3,utility_4,utility_5,utility_6
3521,0,Papillotes Chocolat Noir,e,2286.0,19.0,46.0,6.3,6.3,0.012,21.0,11.47619,c,0.0,0.0,0.0,1.952381,6.3809524,3.1428571
425,1,Chipolatas aux herbes,d,770.0,4.6,0.8,0.0,18.0,0.72,13.0,12.666667,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.42857143
3374,2,Salsifis,a,117.0,0.05,1.4,2.7,1.1,0.26,-5.0,17.285714,a,3.6666667,3.047619,2.4285714,1.7142857,3.8095238,2.6190476
1237,3,Noix de coco,c,2828.0,60.0,6.9,15.0,8.1,0.008,4.0,12.857143,c,0.0,0.0,1.3809524,1.952381,6.3809524,3.1428571
3706,4,Foie gras de canard entier du sud-ouest,e,2192.0,22.0,0.8,0.0,8.2,0.364,20.0,10.380952,c,0.0,0.0,2.4285714,0.0,6.3809524,1.5714286
5064,5,Gaufres Fruits des Bois,d,1151.0,4.9,15.0,0.0,4.5,0.28,13.0,13.095238,b,2.3809524,0.42857143,1.2857143,0.0,6.3809524,2.6190476
2367,6,Fromage de chevre frais,d,1318.0,18.0,1.7,0.0,16.0,0.56,14.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
3178,7,Cola Classic,e,159.0,0.0,9.3,0.0,0.0,0.0,13.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
3060,8,Pomme de terre,a,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,12.285714,c,3.6666667,3.047619,2.4285714,0.0,0.0,3.1428571
922,9,Figues de Montagne,b,1226.0,0.3,49.0,11.0,3.3,0.072,1.0,14.857143,b,1.3809524,3.047619,0.0,1.952381,5.8571429,2.6190476
5516,10,Pasta Pipe Rigate (10 min Al dente),a,1458.0,0.5,3.5,3.0,12.0,0.012,-4.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
640,11,Moelleux chocolat,d,1718.0,4.3,32.0,2.9,5.1,0.316,16.0,11.142857,c,1.047619,0.42857143,0.0,1.7142857,6.3809524,1.5714286
2157,12,"Galettes riz, poivrons, courgettes, lait de coco, epices colombo",a,715.0,1.6,2.2,3.7,11.0,0.292,-2.0,18.428571,a,3.047619,1.4761905,2.4285714,1.952381,6.9047619,2.6190476
812,13,Jambon sec Italien,d,860.0,4.4,0.5,0.0,30.0,2.4,16.0,12.238095,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.0
4200,14,Oeufs de Lompe,c,335.0,0.7,0.0,0.0,10.0,2.0,5.0,15.428571,b,3.047619,3.047619,2.4285714,0.0,6.9047619,0.0
1685,15,Ravioli aux legumes,b,360.0,0.3,2.2,1.7,2.9,0.356,2.0,15.761905,b,3.047619,3.047619,2.4285714,0.42857143,5.2380952,1.5714286
3715,16,Noir fleur de sel,e,2396.0,25.0,36.0,10.0,7.6,0.128,20.0,10.952381,c,8.8817842e-16,0.0,0.0,1.952381,6.3809524,2.6190476
2910,17,Millefeuille,d,0.0,11.5,20.7,0.0,4.0,0.192,16.0,13.52381,b,3.6666667,0.0,0.85714286,0.0,6.3809524,2.6190476
5200,18,Yaourt  a  la banane,c,409.0,2.0,14.0,0.0,3.0,0.04,4.0,13.142857,b,3.047619,0.42857143,1.2857143,0.0,5.2380952,3.1428571
5392,19,Raclette Bio  (27% MG),d,1441.0,16.2,0.0,0.0,25.0,0.85344,18.0,10.714286,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.0
910,20,Pizza Pollo,b,905.0,2.5,0.8,1.9,11.0,0.388,2.0,14.238095,b,2.4761905,0.42857143,2.4285714,0.42857143,6.9047619,1.5714286
2200,21,Confit d'oignons cuit au chaudron,c,628.0,0.0,28.0,0.7,1.6,0.252,7.0,13.904762,b,3.047619,3.047619,0.0,0.0,5.1904762,2.6190476
1001,22,Lait de montagne (demi-ecreme),b,192.0,1.0,4.8,0.0,3.2,0.04,0.0,15.333333,b,3.047619,1.4761905,2.4285714,0.0,5.2380952,3.1428571
5421,23,Soupe Mouline de Legumes Verts Bio,b,80.0,0.1,1.1,0.9,0.7,0.24384,1.0,15.571429,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,2.6190476
938,24,Creme fraiche legere,d,700.0,10.0,5.5,0.0,2.5,0.04,12.0,13.190476,b,3.047619,0.42857143,1.3809524,0.0,5.1904762,3.1428571
2342,25,Mini-Fla»tes,e,2075.0,17.0,3.0,3.0,14.0,0.72,20.0,12.761905,c,1.047619,0.0,2.4285714,1.952381,6.9047619,0.42857143
139,26,Saucisse de Morteau,e,1272.0,11.0,0.22,0.0,16.0,0.8,21.0,11.142857,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.0
4712,27,Eau petillante saveur Citron vert,b,8.0,0.0,0.0,0.0,0.0,0.004,1.0,12.285714,c,3.6666667,3.047619,2.4285714,0.0,0.0,3.1428571
1653,28,Soupe de Poisson,a,142.0,0.0,0.0,0.0,5.6,0.12,-2.0,17.52381,a,3.047619,3.047619,2.4285714,0.0,6.3809524,2.6190476
198,29,Ba»che de Chevre,d,1234.0,16.0,0.0,0.0,21.0,0.48,13.0,12.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,1.4285714
3631,30,Fromage blanc  Framboise,b,406.0,2.0,12.0,0.5,5.1,0.032,1.0,14.285714,b,3.047619,0.42857143,1.2857143,0.0,6.3809524,3.1428571
77,31,Confit de foie de volaille,d,1257.0,11.0,0.5,0.0,14.0,0.52,18.0,12.142857,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,1.0
2205,32,Tortilla chips chili,c,2008.0,2.2,1.5,4.0,6.7,0.52,8.0,13.238095,b,1.047619,0.42857143,2.4285714,1.952381,6.3809524,1.0
1054,33,Ba»che de Chevre Frais,c,912.0,12.0,2.2,0.0,13.0,0.26,9.0,14.428571,b,2.4761905,0.0,2.4285714,0.0,6.9047619,2.6190476
4862,34,Frites spirales,b,674.0,0.6,0.0,4.5,1.9,0.304,0.0,17.238095,a,3.047619,3.047619,2.4285714,1.952381,5.1904762,1.5714286
1594,35,Pomme 100 % Pur Jus,c,184.0,0.0,9.8,0.0,0.5,0.0,4.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
2495,36,Mangues en tranches au sirop leger,a,285.0,0.0,15.0,1.0,0.0,0.0,-3.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
3873,37,epinards haches en portions,a,117.0,0.0,0.6,2.8,2.3,0.076,-8.0,18.666667,a,3.6666667,3.047619,2.4285714,1.7142857,5.1904762,2.6190476
5226,38,Cornichons en Rondelles,b,166.0,0.0,7.4,0.0,0.6,0.6,2.0,11.619048,c,3.047619,3.047619,1.2857143,0.0,3.8095238,0.42857143
1181,39,Goa»ters,e,1999.0,8.8,33.0,3.2,5.9,0.212,19.0,12.428571,c,1.047619,0.42857143,0.0,1.952381,6.3809524,2.6190476
2315,40,Chips a  l'ancienne,c,2343.0,3.4,0.7,5.5,6.0,0.52,9.0,12.190476,c,6.6613381e-16,0.42857143,2.4285714,1.952381,6.3809524,1.0
1310,41,Fusilli (No Gluten*),a,1494.0,0.6,0.5,1.9,6.5,0.0,-1.0,16.809524,b,1.3809524,3.047619,2.4285714,0.42857143,6.3809524,3.1428571
3534,42,Natillas sabor galleta,c,470.0,2.0,16.0,0.5,2.9,0.052,4.0,13.142857,b,3.047619,0.42857143,1.2857143,0.0,5.2380952,3.1428571
3337,43,2 Sandwichs a  toaster jambon emmental - surgele,b,731.0,2.96,2.64,1.04,11.2,0.352,1.0,14.380952,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,1.5714286
3370,44,Salsifis,a,117.0,0.0,1.4,2.7,1.1,0.26,-5.0,17.285714,a,3.6666667,3.047619,2.4285714,1.7142857,3.8095238,2.6190476
4911,45,Pain Carre Gris,a,1004.0,0.4,2.5,4.9,8.5,0.44,-4.0,17.666667,a,2.3809524,3.047619,2.4285714,1.952381,6.3809524,1.4761905
4549,46,Trianon individuel,e,1711.0,11.6,30.9,0.0,6.0,0.04,21.0,10.571429,c,1.047619,0.0,0.0,0.0,6.3809524,3.1428571
2228,47,Terrine de campagne traditionnelle rotie,e,1385.0,11.0,0.9,0.0,15.0,0.6,20.0,11.571429,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
2592,48,"Multifruits, 100 % Pur Fruit Presse",c,197.0,0.1,10.0,0.0,0.5,0.0,4.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
3135,49,Assortiment de chocolats,e,2222.0,15.0,45.0,5.8,7.4,0.048,20.0,11.47619,c,8.8817842e-16,0.0,0.0,1.952381,6.3809524,3.1428571
4731,50,Baguette sans sel,a,1201.0,0.19,1.9,2.84,8.39,0.0,-5.0,19.095238,a,2.3809524,3.047619,2.4285714,1.7142857,6.3809524,3.1428571
4546,51,Assortiment biscuits patissiers Automne-Hiver,e,2092.0,13.0,42.0,3.0,6.6,0.14224,23.0,12.0,c,1.047619,0.0,0.0,1.952381,6.3809524,2.6190476
3001,52,Lait des plaines de la loire,b,195.0,1.0,4.8,0.0,3.2,0.04,0.0,15.333333,b,3.047619,1.4761905,2.4285714,0.0,5.2380952,3.1428571
3036,53,La Mousse,d,1493.0,14.0,24.0,4.3,7.7,0.096,16.0,12.333333,c,1.3809524,0.0,0.0,1.952381,6.3809524,2.6190476
5457,54,Jambon sec qualite superieure,e,1100.0,6.5,0.5,0.0,27.0,1.92,19.0,12.142857,c,2.3809524,0.42857143,2.4285714,0.0,6.9047619,0.0
387,55,Mini fla»tes,e,2050.0,16.0,2.7,3.4,13.0,0.72,20.0,12.761905,c,1.047619,0.0,2.4285714,1.952381,6.9047619,0.42857143
2596,56,Quatre quarts pur beurre bio,e,1766.0,15.0,28.0,1.4,6.2,0.52,25.0,8.4285714,d,1.047619,0.0,0.0,0.0,6.3809524,1.0
3175,57,Fraisier decongele individuel X 2,d,1075.0,8.9,21.9,0.0,2.1,0.1,16.0,11.47619,c,2.3809524,0.42857143,0.85714286,0.0,5.1904762,2.6190476
2098,58,Colin d'Alaska Sauce faa§on Bearnaise,c,854.0,3.6,1.9,0.7,9.4,0.324,3.0,13.809524,b,2.4761905,0.42857143,2.4285714,0.0,6.9047619,1.5714286
2145,59,Muffins nature,a,929.0,0.2,6.5,2.6,10.0,0.36,-1.0,16.47619,b,2.4761905,3.047619,1.3809524,1.0952381,6.9047619,1.5714286
1350,60,Craªpes Jambon Emmental,b,498.0,0.9,2.7,0.9,7.1,0.352,0.0,14.904762,b,3.047619,1.4761905,2.4285714,0.0,6.3809524,1.5714286
3935,61,Mini roules Fourrage a  la fraise,d,1397.0,0.9,40.0,0.8,4.7,0.224,14.0,11.857143,c,1.3809524,1.4761905,0.0,0.0,6.3809524,2.6190476
5425,62,Ra´ti de Porc Cuit,c,515.0,1.3,1.1,0.0,21.0,0.8,5.0,13.857143,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,0.0
5437,63,"Nos melanges Gourmands - Ble Lentilles Vertes, lentilles blondes, quinoa, riz sauvage, orge",a,1470.0,0.6,2.2,8.4,16.4,0.0,-6.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
3434,64,Asperges blanches,a,62.0,0.0,1.5,1.4,1.2,0.3,-3.0,15.571429,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,2.6190476
2797,65,Jambon superieur fume au bois de haªtre 4 tranches,d,650.0,3.5,0.8,0.0,20.0,0.8128,13.0,12.809524,c,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.0
4825,66,Bloc de foie gras de canard avec 30 % de morceaux,e,1978.0,22.0,1.2,0.0,6.6,0.6,21.0,10.285714,c,1.047619,0.0,2.4285714,0.0,6.3809524,0.42857143
1560,67,Salmorejo,c,343.0,1.0,2.1,0.0,0.8,0.32,4.0,12.333333,c,3.047619,1.4761905,2.4285714,0.0,3.8095238,1.5714286
816,68,Croustillants goa»t fromage,d,2141.0,3.9,2.5,2.5,4.8,0.68,14.0,10.761905,c,0.0,0.42857143,2.4285714,1.0952381,6.3809524,0.42857143
2556,69,epinards haches a  la Creme,a,188.0,1.2,0.8,2.2,3.0,0.24,-5.0,15.904762,b,3.047619,1.4761905,2.4285714,1.0952381,5.2380952,2.6190476
4770,70,Ma Madeleine au beurre d'Isigny,e,1774.0,14.0,24.0,1.4,5.0,0.328,22.0,9.0,c,1.047619,0.0,0.0,0.0,6.3809524,1.5714286
1478,71,Sauce vinaigrette aux tomates sechees,e,1897.0,6.2,2.1,0.6,0.6,1.0,21.0,7.7142857,d,1.047619,0.42857143,2.4285714,0.0,3.8095238,0.0
4206,72,Moutarde mi-forte,d,1025.0,2.4,1.3,2.1,4.4,1.92,13.0,12.714286,c,2.3809524,0.42857143,2.4285714,1.0952381,6.3809524,0.0
4338,73,Petits pois carottes tres fins,a,238.0,0.1,4.1,4.1,2.8,0.2,-5.0,18.333333,a,3.047619,3.047619,2.4285714,1.952381,5.2380952,2.6190476
3403,74,Pomme Poire Specialite de fruits,a,300.0,0.2,16.0,2.1,0.0,0.0,-4.0,11.619048,c,3.047619,3.047619,1.2857143,1.0952381,0.0,3.1428571
2848,75,Buche patissiere a  la creme au beurre,e,1581.0,8.4,38.0,0.7,3.2,0.12,21.0,9.6666667,c,1.3809524,0.42857143,0.0,0.0,5.2380952,2.6190476
5086,76,Grands Ravioli Cepes,b,1000.0,3.5,3.4,3.0,8.6,0.484,2.0,15.095238,b,2.4761905,0.42857143,2.4285714,1.952381,6.3809524,1.4285714
5379,77,Tartelettes gourmandes eclats de caramel beurre sale et creme,e,1952.0,13.0,32.0,2.0,5.2,0.272,23.0,10.47619,c,1.047619,0.0,0.0,0.42857143,6.3809524,2.6190476
4002,78,Pizza lardons fumes chevre,c,996.0,3.6,3.3,2.3,9.9,0.52,3.0,14.333333,b,2.4761905,0.42857143,2.4285714,1.0952381,6.9047619,1.0
5393,79,Amandes decortiquees,c,2525.0,4.3,4.0,7.6,24.0,0.0,6.0,14.857143,b,0.0,0.42857143,2.4285714,1.952381,6.9047619,3.1428571
163,80,Asperges blanches,a,61.0,0.0,0.0,2.0,1.0,0.049784,-7.0,16.52381,b,3.6666667,3.047619,2.4285714,0.42857143,3.8095238,3.1428571
4872,81,Jus d'orange sans pulpe,c,163.0,0.1,8.7,0.0,0.7,0.04,2.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
4714,82,Chocolat noir,d,2140.0,25.0,2.0,10.0,9.0,0.0,11.0,14.333333,b,-8.8817842e-16,0.0,2.4285714,1.952381,6.8095238,3.1428571
1044,83,Witte chocolade  aardbeien ijs,e,1249.0,12.0,33.0,0.5,2.1,0.064,20.0,9.7142857,c,1.3809524,0.0,0.0,0.0,5.1904762,3.1428571
3546,84,Creme dessert au chocolat,c,493.0,2.1,16.0,1.1,3.3,0.052,3.0,13.761905,b,3.047619,0.42857143,1.2857143,0.0,5.8571429,3.1428571
1329,85,Lait des plaines de La Loire,b,195.0,1.0,4.8,0.0,3.2,0.04,0.0,15.333333,b,3.047619,1.4761905,2.4285714,0.0,5.2380952,3.1428571
3355,86,Friture  chocolat au lait,e,2235.0,19.0,55.0,1.5,8.3,0.088,25.0,9.4285714,c,8.8817842e-16,0.0,0.0,0.42857143,6.3809524,2.6190476
3527,87,Sauce aioli,d,1652.0,3.4,1.4,0.5,1.1,0.6,13.0,8.1428571,d,1.047619,0.42857143,2.4285714,0.0,3.8095238,0.42857143
5597,88,Diabolo saveur exotique aux ara´mes naturels Carrefour Kids,e,154.0,0.5,9.0,0.5,0.5,0.0,12.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
423,89,Chips sans Sel ajoute,b,2226.0,2.9,0.6,4.6,6.0,0.04,1.0,14.333333,b,0.0,0.42857143,2.4285714,1.952381,6.3809524,3.1428571
831,90,Barres cereales CRF bio chocolat,d,1695.0,3.4,33.0,3.3,5.1,0.012,12.0,12.952381,c,1.047619,0.42857143,0.0,1.952381,6.3809524,3.1428571
3387,91,Pulpe de tomates,a,118.0,0.0,3.7,1.5,1.1,0.008,-6.0,16.52381,b,3.6666667,3.047619,2.4285714,0.42857143,3.8095238,3.1428571
2254,92,Yaourt aux 5 graines et au miel,b,397.0,1.8,12.0,0.0,3.7,0.04,2.0,15.333333,b,3.047619,1.4761905,1.2857143,0.0,6.3809524,3.1428571
210,93,0% sucres Boisson concentree a  diluer avec edulcorants,c,41.0,0.0,0.7,0.5,0.0,0.04,3.0,12.285714,c,3.6666667,3.047619,2.4285714,0.0,0.0,3.1428571
5582,94,Genoises Framboise Cassis,d,1610.0,6.0,52.0,2.0,3.0,0.0508,17.0,10.619048,c,1.3809524,0.42857143,0.0,0.42857143,5.2380952,3.1428571
4958,95,Crackers Goa»t Pizza,d,2151.0,3.0,7.0,2.8,10.0,0.6,13.0,10.857143,c,0.0,0.42857143,1.3809524,1.7142857,6.9047619,0.42857143
1038,96,Espirales al huevo,a,1544.0,1.0,1.6,4.7,14.0,0.048,-5.0,17.285714,a,1.3809524,1.4761905,2.4285714,1.952381,6.9047619,3.1428571
909,97,Allumettes de Bacon Fume,d,487.0,1.3,0.1,1.2,21.0,0.92,11.0,13.857143,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,0.0
5366,98,Haricots verts Extra Fins,a,108.0,0.0,0.8,2.8,1.6,0.3,-4.0,18.666667,a,3.6666667,3.047619,2.4285714,1.7142857,5.1904762,2.6190476
1747,99,La Brioche des rois Aux pepites de chocolat au lait,d,1474.0,3.2,18.0,1.9,7.0,0.32,12.0,11.047619,c,1.3809524,0.42857143,0.85714286,0.42857143,6.3809524,1.5714286
1276,100,Biscotte goa»t brioche,d,1648.0,0.6,10.0,0.0,10.0,0.6,12.0,12.714286,c,1.047619,3.047619,1.2857143,0.0,6.9047619,0.42857143
4726,101,Mini choux goa»t bleu et noix,e,2731.0,38.0,1.4,1.7,7.4,0.52,22.0,10.238095,c,0.0,0.0,2.4285714,0.42857143,6.3809524,1.0
3686,102,Cacahuetes aromatisees grillees a  sec,d,2494.0,7.0,5.0,10.0,27.0,0.64,16.0,12.142857,c,0.0,0.42857143,2.4285714,1.952381,6.9047619,0.42857143
1359,103,8 Ca´nes Saveur Chocolat Pistache,d,1231.0,12.0,27.0,1.1,3.4,0.052,17.0,10.380952,c,1.3809524,0.0,0.0,0.0,5.8571429,3.1428571
641,104,Rosette,e,1761.0,13.0,1.3,0.0,28.0,1.84,25.0,10.380952,c,1.047619,0.0,2.4285714,0.0,6.9047619,0.0
2713,105,Cuisses de pintade,b,920.0,4.2,0.5,0.0,19.0,0.076,1.0,14.857143,b,2.4761905,0.42857143,2.4285714,0.0,6.9047619,2.6190476
1617,106,Galette des rois,e,2059.0,18.4,10.8,0.0,7.7,0.288,21.0,11.333333,c,1.047619,0.0,1.2857143,0.0,6.3809524,2.6190476
3079,107,PUR JUS Tonus*,c,184.0,0.0,10.0,0.0,0.8,0.0,4.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
1175,108,Lardons nature,e,1110.0,7.2,2.0,0.0,15.0,0.96,20.0,12.142857,c,2.3809524,0.42857143,2.4285714,0.0,6.9047619,0.0
2091,109,Poaªlee Paysanne,c,753.0,3.0,1.4,1.8,3.3,0.312,4.0,13.190476,b,2.4761905,0.42857143,2.4285714,0.42857143,5.8571429,1.5714286
1896,110,Rosette,e,1594.0,12.0,0.9,0.0,24.0,1.68,24.0,10.714286,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.0
2921,111,Chocolat noir,e,2155.0,18.0,54.0,6.3,4.4,0.004,21.0,11.47619,c,0.0,0.0,0.0,1.952381,6.3809524,3.1428571
2417,112,"Perles de pates, courgettes, riz rouge",c,644.0,1.4,1.4,0.0,4.4,0.28,3.0,15.952381,b,3.047619,1.4761905,2.4285714,0.0,6.3809524,2.6190476
3362,113,Jambon avec couenne,d,636.0,3.5,2.0,0.0,18.0,0.8,12.0,12.809524,c,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.0
1102,114,Limonade,c,1.0,0.0,0.02,0.5,0.0,0.004,2.0,12.285714,c,3.6666667,3.047619,2.4285714,0.0,0.0,3.1428571
1521,115,Saucisse Seche Bio Carrefour,e,1707.0,9.7,0.0,0.0,35.0,1.8,24.0,10.809524,c,1.047619,0.42857143,2.4285714,0.0,6.9047619,0.0
1064,116,Panache Specialite de fruits et compotes allegees en sucres*,a,287.0,0.2,14.0,1.3,0.01,0.004,-3.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
4100,117,Poivrons piquillo,a,184.0,0.0,5.7,0.0,1.2,0.08,-4.0,13.904762,b,3.047619,3.047619,1.3809524,0.0,3.8095238,2.6190476
5561,118,Tartelettes Goa»t Chocolat Noisettes,e,2145.0,16.0,34.0,3.4,7.0,0.231648,22.0,10.952381,c,8.8817842e-16,0.0,0.0,1.952381,6.3809524,2.6190476
2224,119,Filets de poulet avec peau,c,699.0,1.9,0.7,0.0,25.0,0.56,4.0,13.238095,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.42857143
5161,120,Havarti,d,1749.0,24.0,0.0,0.0,19.0,0.8,18.0,10.380952,c,1.047619,0.0,2.4285714,0.0,6.9047619,0.0
987,121,Lait des plaines de la Loire,b,195.0,1.0,4.8,0.0,3.2,0.052,0.0,15.333333,b,3.047619,1.4761905,2.4285714,0.0,5.2380952,3.1428571
4536,122,Abondance au lait cru,d,1678.0,23.0,0.0,0.0,25.0,0.8,18.0,10.380952,c,1.047619,0.0,2.4285714,0.0,6.9047619,0.0
2531,123,Emmental Rape,d,1506.0,20.0,0.1,0.0,27.0,0.36,12.0,12.285714,c,1.3809524,0.0,2.4285714,0.0,6.9047619,1.5714286
3308,124,Assortiment de chocolats sans alcool,e,2308.0,19.0,50.0,3.4,6.0,0.04,23.0,11.47619,c,0.0,0.0,0.0,1.952381,6.3809524,3.1428571
3708,125,Crackers feuilletes a  l'emmental,d,2126.0,4.1,5.0,2.6,11.0,0.64,16.0,11.285714,c,0.0,0.42857143,2.4285714,1.0952381,6.9047619,0.42857143
4444,126,Glace Noix de Coco,d,808.0,7.9,22.0,1.1,2.4,0.036,12.0,12.095238,c,2.4761905,0.42857143,0.85714286,0.0,5.1904762,3.1428571
3791,127,Soupe  Poule au Pot,b,174.0,0.5,0.0,0.9,1.3,0.26,2.0,14.952381,b,3.047619,3.047619,2.4285714,0.0,3.8095238,2.6190476
1244,128,Flocons D'avoine Multi Fruits,a,1556.0,1.3,13.0,7.9,9.9,0.02,-3.0,16.142857,b,1.3809524,1.4761905,1.2857143,1.952381,6.9047619,3.1428571
4079,129,Mayonnaise,d,2745.0,5.8,1.0,0.5,0.9,0.392,17.0,8.2380952,d,0.0,0.42857143,2.4285714,0.0,3.8095238,1.5714286
2954,130,epinards en branches En portions,a,139.0,0.2,0.0,3.7,4.0,0.016,-10.0,20.0,a,3.047619,3.047619,2.4285714,1.952381,6.3809524,3.1428571
1051,131,Yaourt a  boire Maigre edulcore,a,118.0,0.1,3.6,0.0,2.9,0.044,-1.0,17.52381,a,3.6666667,3.047619,2.4285714,0.0,5.2380952,3.1428571
2597,132,saint nectaire fermier,d,1439.0,20.0,0.5,0.0,22.0,0.44,13.0,12.190476,c,1.3809524,0.0,2.4285714,0.0,6.9047619,1.4761905
2750,133,Thon albacore au naturel entier,b,414.0,0.3,0.0,0.0,23.0,0.4,0.0,16.904762,b,3.047619,3.047619,2.4285714,0.0,6.9047619,1.4761905
5049,134,Mon Gateau Breton Framboise,e,1878.0,14.0,35.0,1.0,4.6,0.316,24.0,9.0,c,1.047619,0.0,0.0,0.0,6.3809524,1.5714286
5549,135,Les creations gourmandes Mouline saveur Orientale Pois chiches & Pointe d'epices,b,137.0,0.1,2.3,1.4,1.0,0.26,1.0,14.952381,b,3.047619,3.047619,2.4285714,0.0,3.8095238,2.6190476
5384,136,Sauce burger,e,2220.0,4.2,14.0,0.7,1.4,0.84,22.0,6.9047619,d,0.0,0.42857143,1.2857143,0.0,5.1904762,0.0
5169,137,Sauce Kebab,d,1176.0,2.3,5.5,0.3,1.3,0.568,12.0,8.4285714,d,2.3809524,0.42857143,1.3809524,0.0,3.8095238,0.42857143
4269,138,Riz long grain,a,1464.0,0.5,0.0,2.6,7.2,0.08,-2.0,16.952381,b,1.3809524,3.047619,2.4285714,1.0952381,6.3809524,2.6190476
2940,139,Lait concentre non sucre,c,552.0,4.6,10.0,0.0,6.1,0.12,5.0,13.761905,b,3.047619,0.42857143,1.2857143,0.0,6.3809524,2.6190476
5202,140,"Colin d'Alaska a  la Bordelaise, Surgele",c,540.0,4.9,1.1,1.2,9.8,0.404,3.0,14.285714,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,1.4761905
3764,141,Le Flan,b,490.0,0.7,16.0,0.0,4.1,0.04,2.0,16.904762,b,3.047619,3.047619,1.2857143,0.0,6.3809524,3.1428571
5506,142,Popcorn sucre,c,1773.0,4.8,24.0,10.0,9.6,0.0,9.0,13.47619,b,1.047619,0.42857143,0.0,1.952381,6.9047619,3.1428571
3889,143,Jambon de dinde cuit,c,475.0,1.4,1.1,0.0,19.0,0.64,4.0,14.285714,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,0.42857143
2242,144,"Yaourt fruits mixes, fruits rouges brasse sans morceaux",b,389.0,1.9,13.0,0.0,3.3,0.04,2.0,13.761905,b,3.047619,0.42857143,1.2857143,0.0,5.8571429,3.1428571
2130,145,Fettucine aux 2 saumons,c,889.0,1.3,0.5,1.6,5.5,0.364,3.0,14.761905,b,2.4761905,1.4761905,2.4285714,0.42857143,6.3809524,1.5714286
4344,146,Salade de pates,c,686.0,0.6,5.2,1.9,4.8,0.292,3.0,16.904762,b,3.047619,3.047619,1.3809524,0.42857143,6.3809524,2.6190476
3250,147,Coquilles Saint-Jacques*,c,474.0,4.1,2.2,0.9,5.8,0.332,5.0,13.857143,b,3.047619,0.42857143,2.4285714,0.0,6.3809524,1.5714286
5357,148,Beurre doux reduit en lactose (82 % M.G.),e,3061.0,53.0,0.6,0.0,0.7,0.016,19.0,9.3809524,c,-1.7763568e-15,0.0,2.4285714,0.0,3.8095238,3.1428571
4743,149,Chocolat noir 72% cacao,d,2502.0,28.0,29.0,10.0,8.0,0.0,18.0,11.47619,c,8.8817842e-16,0.0,0.0,1.952381,6.3809524,3.1428571
2684,150,Coquillettes Bolognaise pur Boeuf,b,398.0,1.4,2.7,1.3,5.0,0.344,1.0,14.904762,b,3.047619,1.4761905,2.4285714,0.0,6.3809524,1.5714286
4934,151,Huile de noix riche en omega 3 Carrefour,c,3404.0,7.5,0.0,0.0,0.0,0.0,5.0,6.0,d,0.0,0.42857143,2.4285714,0.0,0.0,3.1428571
3744,152,Barre Patissiere aux oeufs frais,d,1460.0,1.2,29.0,1.1,5.1,0.56,16.0,9.6666667,c,1.3809524,1.4761905,0.0,0.0,6.3809524,0.42857143
1849,153,Pate brisee,d,1662.0,8.8,3.2,1.5,5.9,0.356,14.0,12.285714,c,1.047619,0.42857143,2.4285714,0.42857143,6.3809524,1.5714286
3767,154,Assortiment de Caramels au lait frais d'Isigny,e,1708.0,6.5,63.0,0.0,2.3,0.1,22.0,9.2857143,c,1.047619,0.42857143,0.0,0.0,5.1904762,2.6190476
4672,155,Mousse pur canard,e,1569.0,12.0,4.2,0.0,9.0,0.68,21.0,11.047619,c,1.3809524,0.0,2.4285714,0.0,6.8095238,0.42857143
